"lsoa11cd","lad19cd","income_score","income_rank","income_decile"
"E01000110","E09000002",0.112,14678,5
"E01000111","E09000002",0.174,8457,3
"E01000112","E09000002",0.129,12627,4
"E01000113","E09000002",0.152,10322,4
"E01000114","E09000002",0.119,13863,5
"E01032580","E09000002",0.191,7241,3
"E01033587","E09000002",0.2,6678,3
"E01033588","E09000002",0.219,5616,2
"E01000115","E09000003",0.055,24852,8
"E01000116","E09000003",0.074,20597,7
"E01000117","E09000003",0.071,21222,7
"E01000118","E09000003",0.077,20191,7
"E01000119","E09000003",0.078,19862,7
"E01000120","E09000003",0.061,23592,8
"E01000121","E09000003",0.262,3532,2
"E01000122","E09000003",0.071,21201,7
"E01000123","E09000003",0.075,20571,7
"E01000124","E09000003",0.166,9081,3
"E01000125","E09000003",0.179,8105,3
"E01000126","E09000003",0.243,4366,2
"E01000127","E09000003",0.193,7125,3
"E01000128","E09000003",0.171,8718,3
"E01000129","E09000003",0.214,5873,2
"E01000130","E09000003",0.185,7670,3
"E01000131","E09000003",0.116,14225,5
"E01000132","E09000003",0.187,7554,3
"E01000133","E09000003",0.188,7489,3
"E01000134","E09000003",0.184,7770,3
"E01000135","E09000003",0.076,20336,7
"E01000136","E09000003",0.037,29403,9
"E01000137","E09000003",0.235,4769,2
"E01000138","E09000003",0.178,8210,3
"E01000139","E09000003",0.082,19148,6
"E01000140","E09000003",0.118,13979,5
"E01000141","E09000003",0.149,10621,4
"E01000142","E09000003",0.126,12982,4
"E01000143","E09000003",0.239,4534,2
"E01000144","E09000003",0.102,16060,5
"E01000145","E09000003",0.088,18244,6
"E01000146","E09000003",0.103,15846,5
"E01000147","E09000003",0.078,19924,7
"E01000148","E09000003",0.186,7576,3
"E01000150","E09000003",0.106,15457,5
"E01000151","E09000003",0.332,1383,1
"E01000152","E09000003",0.265,3391,2
"E01000153","E09000003",0.276,3020,1
"E01000154","E09000003",0.201,6589,3
"E01000155","E09000003",0.135,12048,4
"E01000156","E09000003",0.075,20480,7
"E01000157","E09000003",0.089,18020,6
"E01000158","E09000003",0.13,12554,4
"E01000159","E09000003",0.112,14637,5
"E01000160","E09000003",0.07,21491,7
"E01000161","E09000003",0.109,15071,5
"E01000162","E09000003",0.117,14118,5
"E01000163","E09000003",0.2,6673,3
"E01000164","E09000003",0.172,8617,3
"E01000165","E09000003",0.099,16434,6
"E01000166","E09000003",0.105,15602,5
"E01000167","E09000003",0.199,6730,3
"E01000168","E09000003",0.05,26071,8
"E01000169","E09000003",0.086,18500,6
"E01000170","E09000003",0.147,10719,4
"E01000171","E09000003",0.196,6871,3
"E01000172","E09000003",0.075,20565,7
"E01000173","E09000003",0.081,19433,6
"E01000174","E09000003",0.128,12760,4
"E01000175","E09000003",0.052,25718,8
"E01000176","E09000003",0.233,4859,2
"E01000177","E09000003",0.055,25054,8
"E01000178","E09000003",0.058,24124,8
"E01000179","E09000003",0.064,22746,7
"E01000180","E09000003",0.13,12478,4
"E01000181","E09000003",0.058,24244,8
"E01000182","E09000003",0.04,28697,9
"E01000183","E09000003",0.085,18766,6
"E01000184","E09000003",0.212,5967,2
"E01000185","E09000003",0.239,4541,2
"E01000186","E09000003",0.044,27519,9
"E01000187","E09000003",0.118,13871,5
"E01000188","E09000003",0.032,30414,10
"E01000189","E09000003",0.149,10587,4
"E01000190","E09000003",0.091,17811,6
"E01000191","E09000003",0.055,25033,8
"E01000192","E09000003",0.105,15682,5
"E01000193","E09000003",0.09,17895,6
"E01000194","E09000003",0.114,14371,5
"E01000195","E09000003",0.177,8228,3
"E01000196","E09000003",0.093,17436,6
"E01000197","E09000003",0.086,18468,6
"E01000198","E09000003",0.087,18412,6
"E01000199","E09000003",0.056,24764,8
"E01000200","E09000003",0.081,19357,6
"E01000201","E09000003",0.041,28364,9
"E01000202","E09000003",0.053,25482,8
"E01000203","E09000003",0.114,14462,5
"E01000204","E09000003",0.068,21863,7
"E01000205","E09000003",0.053,25441,8
"E01000206","E09000003",0.013,32706,10
"E01000207","E09000003",0.042,28150,9
"E01000208","E09000003",0.028,31181,10
"E01000209","E09000003",0.048,26588,9
"E01000210","E09000003",0.058,24220,8
"E01000211","E09000003",0.112,14654,5
"E01000212","E09000003",0.063,23021,8
"E01000213","E09000003",0.028,31216,10
"E01000214","E09000003",0.046,27180,9
"E01000215","E09000003",0.103,15859,5
"E01000216","E09000003",0.071,21332,7
"E01000217","E09000003",0.066,22376,7
"E01000218","E09000003",0.104,15821,5
"E01000219","E09000003",0.097,16734,6
"E01000220","E09000003",0.117,14048,5
"E01000221","E09000003",0.28,2886,1
"E01000222","E09000003",0.163,9338,3
"E01000223","E09000003",0.225,5219,2
"E01000224","E09000003",0.152,10311,4
"E01000225","E09000003",0.066,22472,7
"E01000226","E09000003",0.224,5288,2
"E01000227","E09000003",0.082,19223,6
"E01000228","E09000003",0.079,19698,6
"E01000229","E09000003",0.135,12047,4
"E01000230","E09000003",0.071,21300,7
"E01000231","E09000003",0.103,15887,5
"E01000232","E09000003",0.114,14404,5
"E01000233","E09000003",0.069,21747,7
"E01000234","E09000003",0.067,22186,7
"E01000235","E09000003",0.164,9316,3
"E01000236","E09000003",0.079,19680,6
"E01000237","E09000003",0.055,24986,8
"E01000238","E09000003",0.096,16992,6
"E01000239","E09000003",0.137,11811,4
"E01000240","E09000003",0.118,13892,5
"E01000241","E09000003",0.071,21281,7
"E01000242","E09000003",0.125,13112,4
"E01000243","E09000003",0.084,18854,6
"E01000244","E09000003",0.076,20321,7
"E01000245","E09000003",0.168,8983,3
"E01000246","E09000003",0.048,26762,9
"E01000247","E09000003",0.077,20059,7
"E01000248","E09000003",0.046,27165,9
"E01000249","E09000003",0.026,31437,10
"E01000250","E09000003",0.107,15300,5
"E01000251","E09000003",0.144,11035,4
"E01000252","E09000003",0.099,16417,5
"E01000253","E09000003",0.043,27890,9
"E01000254","E09000003",0.04,28579,9
"E01000255","E09000003",0.149,10582,4
"E01000256","E09000003",0.079,19723,7
"E01000257","E09000003",0.168,8979,3
"E01000258","E09000003",0.058,24275,8
"E01000259","E09000003",0.095,17032,6
"E01000260","E09000003",0.11,14972,5
"E01000261","E09000003",0.046,27097,9
"E01000262","E09000003",0.094,17210,6
"E01000263","E09000003",0.024,31818,10
"E01000264","E09000003",0.116,14146,5
"E01000265","E09000003",0.126,12969,4
"E01000266","E09000003",0.045,27414,9
"E01000267","E09000003",0.086,18565,6
"E01000268","E09000003",0.148,10687,4
"E01000269","E09000003",0.067,22236,7
"E01000270","E09000003",0.087,18355,6
"E01000271","E09000003",0.041,28349,9
"E01000272","E09000003",0.03,30815,10
"E01000273","E09000003",0.121,13572,5
"E01000274","E09000003",0.126,12948,4
"E01000275","E09000003",0.118,13890,5
"E01000276","E09000003",0.027,31263,10
"E01000277","E09000003",0.144,11081,4
"E01000278","E09000003",0.033,30148,10
"E01000279","E09000003",0.017,32440,10
"E01000280","E09000003",0.023,31895,10
"E01000281","E09000003",0.081,19336,6
"E01000282","E09000003",0.057,24495,8
"E01000283","E09000003",0.03,30868,10
"E01000284","E09000003",0.136,11861,4
"E01000285","E09000003",0.105,15593,5
"E01000286","E09000003",0.17,8775,3
"E01000287","E09000003",0.16,9601,3
"E01000288","E09000003",0.091,17775,6
"E01000289","E09000003",0.249,4091,2
"E01000290","E09000003",0.12,13651,5
"E01000291","E09000003",0.23,4977,2
"E01000292","E09000003",0.079,19725,7
"E01000293","E09000003",0.06,23643,8
"E01000294","E09000003",0.093,17451,6
"E01000295","E09000003",0.06,23730,8
"E01000296","E09000003",0.085,18623,6
"E01000297","E09000003",0.074,20617,7
"E01000298","E09000003",0.094,17269,6
"E01000299","E09000003",0.119,13854,5
"E01000300","E09000003",0.097,16788,6
"E01000301","E09000003",0.048,26564,9
"E01000302","E09000003",0.129,12599,4
"E01000303","E09000003",0.05,26128,8
"E01000304","E09000003",0.087,18405,6
"E01000305","E09000003",0.164,9250,3
"E01000306","E09000003",0.075,20530,7
"E01000307","E09000003",0.147,10789,4
"E01000308","E09000003",0.204,6394,2
"E01000309","E09000003",0.09,17904,6
"E01000310","E09000003",0.108,15185,5
"E01000311","E09000003",0.043,27778,9
"E01000312","E09000003",0.151,10365,4
"E01000313","E09000003",0.115,14288,5
"E01000314","E09000003",0.055,24826,8
"E01000315","E09000003",0.239,4566,2
"E01000316","E09000003",0.138,11715,4
"E01000317","E09000003",0.098,16656,6
"E01000318","E09000003",0.12,13697,5
"E01000319","E09000003",0.076,20211,7
"E01000320","E09000003",0.077,20039,7
"E01000321","E09000003",0.104,15777,5
"E01000322","E09000003",0.124,13250,5
"E01000323","E09000003",0.118,13911,5
"E01000324","E09000003",0.094,17223,6
"E01033572","E09000003",0.17,8806,3
"E01033573","E09000003",0.082,19181,6
"E01007317","E08000016",0.299,2221,1
"E01007318","E08000016",0.269,3263,1
"E01007319","E08000016",0.06,23817,8
"E01007320","E08000016",0.296,2340,1
"E01007321","E08000016",0.066,22319,7
"E01007322","E08000016",0.161,9546,3
"E01007323","E08000016",0.221,5453,2
"E01007324","E08000016",0.253,3880,2
"E01007325","E08000016",0.347,1081,1
"E01007326","E08000016",0.245,4284,2
"E01007327","E08000016",0.256,3755,2
"E01007328","E08000016",0.249,4046,2
"E01007329","E08000016",0.129,12590,4
"E01007330","E08000016",0.114,14482,5
"E01007331","E08000016",0.125,13051,4
"E01007332","E08000016",0.214,5847,2
"E01007333","E08000016",0.233,4862,2
"E01007334","E08000016",0.06,23797,8
"E01007335","E08000016",0.095,17165,6
"E01007336","E08000016",0.17,8821,3
"E01007337","E08000016",0.177,8246,3
"E01007338","E08000016",0.378,621,1
"E01007339","E08000016",0.293,2421,1
"E01007340","E08000016",0.174,8472,3
"E01007341","E08000016",0.36,860,1
"E01007342","E08000016",0.122,13472,5
"E01007343","E08000016",0.214,5881,2
"E01007344","E08000016",0.153,10179,4
"E01007345","E08000016",0.159,9748,3
"E01007346","E08000016",0.184,7751,3
"E01007347","E08000016",0.121,13592,5
"E01007348","E08000016",0.208,6213,2
"E01007349","E08000016",0.194,7022,3
"E01007350","E08000016",0.1,16328,5
"E01007351","E08000016",0.163,9374,3
"E01007352","E08000016",0.279,2902,1
"E01007353","E08000016",0.158,9776,3
"E01007354","E08000016",0.137,11761,4
"E01007355","E08000016",0.049,26357,9
"E01007356","E08000016",0.054,25107,8
"E01007357","E08000016",0.191,7253,3
"E01007358","E08000016",0.111,14837,5
"E01007359","E08000016",0.143,11160,4
"E01007360","E08000016",0.128,12729,4
"E01007361","E08000016",0.094,17309,6
"E01007362","E08000016",0.049,26338,9
"E01007363","E08000016",0.192,7206,3
"E01007364","E08000016",0.203,6469,2
"E01007365","E08000016",0.296,2350,1
"E01007366","E08000016",0.105,15611,5
"E01007367","E08000016",0.244,4316,2
"E01007368","E08000016",0.204,6408,2
"E01007369","E08000016",0.331,1417,1
"E01007370","E08000016",0.295,2361,1
"E01007371","E08000016",0.187,7560,3
"E01007372","E08000016",0.339,1235,1
"E01007373","E08000016",0.332,1375,1
"E01007374","E08000016",0.111,14822,5
"E01007375","E08000016",0.14,11448,4
"E01007376","E08000016",0.294,2388,1
"E01007377","E08000016",0.301,2176,1
"E01007378","E08000016",0.355,947,1
"E01007379","E08000016",0.07,21441,7
"E01007380","E08000016",0.062,23263,8
"E01007381","E08000016",0.063,22968,7
"E01007382","E08000016",0.135,12004,4
"E01007383","E08000016",0.071,21246,7
"E01007384","E08000016",0.063,23101,8
"E01007385","E08000016",0.196,6901,3
"E01007386","E08000016",0.044,27651,9
"E01007387","E08000016",0.128,12796,4
"E01007388","E08000016",0.091,17787,6
"E01007389","E08000016",0.054,25285,8
"E01007390","E08000016",0.121,13530,5
"E01007391","E08000016",0.222,5415,2
"E01007392","E08000016",0.236,4721,2
"E01007393","E08000016",0.158,9759,3
"E01007394","E08000016",0.228,5097,2
"E01007395","E08000016",0.228,5064,2
"E01007396","E08000016",0.121,13573,5
"E01007397","E08000016",0.187,7523,3
"E01007398","E08000016",0.115,14326,5
"E01007399","E08000016",0.092,17667,6
"E01007400","E08000016",0.082,19123,6
"E01007402","E08000016",0.324,1558,1
"E01007403","E08000016",0.302,2134,1
"E01007404","E08000016",0.073,20823,7
"E01007405","E08000016",0.22,5546,2
"E01007406","E08000016",0.25,4019,2
"E01007408","E08000016",0.091,17698,6
"E01007409","E08000016",0.069,21807,7
"E01007410","E08000016",0.282,2822,1
"E01007411","E08000016",0.369,732,1
"E01007413","E08000016",0.308,1986,1
"E01007414","E08000016",0.196,6905,3
"E01007415","E08000016",0.158,9785,3
"E01007416","E08000016",0.328,1491,1
"E01007417","E08000016",0.218,5622,2
"E01007418","E08000016",0.037,29275,9
"E01007419","E08000016",0.065,22575,7
"E01007420","E08000016",0.073,20889,7
"E01007421","E08000016",0.043,27904,9
"E01007422","E08000016",0.04,28512,9
"E01007423","E08000016",0.07,21443,7
"E01007424","E08000016",0.099,16496,6
"E01007425","E08000016",0.022,31984,10
"E01007426","E08000016",0.068,21935,7
"E01007427","E08000016",0.084,18937,6
"E01007428","E08000016",0.057,24553,8
"E01007429","E08000016",0.188,7475,3
"E01007430","E08000016",0.032,30422,10
"E01007431","E08000016",0.073,20951,7
"E01007432","E08000016",0.057,24441,8
"E01007433","E08000016",0.177,8264,3
"E01007434","E08000016",0.142,11306,4
"E01007435","E08000016",0.27,3234,1
"E01007436","E08000016",0.137,11816,4
"E01007437","E08000016",0.224,5307,2
"E01007438","E08000016",0.137,11782,4
"E01007439","E08000016",0.068,21928,7
"E01007440","E08000016",0.265,3399,2
"E01007441","E08000016",0.143,11185,4
"E01007442","E08000016",0.041,28321,9
"E01007443","E08000016",0.264,3436,2
"E01007444","E08000016",0.125,13143,5
"E01007445","E08000016",0.142,11231,4
"E01007446","E08000016",0.107,15329,5
"E01007447","E08000016",0.185,7691,3
"E01007448","E08000016",0.223,5347,2
"E01007449","E08000016",0.146,10853,4
"E01007450","E08000016",0.234,4783,2
"E01007451","E08000016",0.187,7497,3
"E01007452","E08000016",0.088,18270,6
"E01007453","E08000016",0.317,1739,1
"E01007455","E08000016",0.072,21177,7
"E01007456","E08000016",0.076,20366,7
"E01007457","E08000016",0.182,7910,3
"E01007458","E08000016",0.166,9128,3
"E01007459","E08000016",0.118,13897,5
"E01007460","E08000016",0.137,11795,4
"E01007461","E08000016",0.301,2165,1
"E01007462","E08000016",0.32,1665,1
"E01007463","E08000016",0.352,989,1
"E01032550","E08000016",0.176,8356,3
"E01032551","E08000016",0.116,14194,5
"E01032924","E08000016",0.065,22588,7
"E01032925","E08000016",0.146,10883,4
"E01019138","E07000027",0.132,12275,4
"E01019139","E07000027",0.364,803,1
"E01019140","E07000027",0.4,395,1
"E01019141","E07000027",0.346,1091,1
"E01019142","E07000027",0.312,1879,1
"E01019143","E07000027",0.38,601,1
"E01019144","E07000027",0.079,19656,6
"E01019145","E07000027",0.084,18925,6
"E01019146","E07000027",0.06,23782,8
"E01019147","E07000027",0.088,18178,6
"E01019148","E07000027",0.043,27913,9
"E01019149","E07000027",0.08,19568,6
"E01019150","E07000027",0.153,10251,4
"E01019151","E07000027",0.118,14006,5
"E01019152","E07000027",0.084,18811,6
"E01019153","E07000027",0.043,27980,9
"E01019154","E07000027",0.038,29155,9
"E01019155","E07000027",0.067,22182,7
"E01019156","E07000027",0.433,195,1
"E01019157","E07000027",0.309,1971,1
"E01019158","E07000027",0.251,3964,2
"E01019159","E07000027",0.17,8763,3
"E01019160","E07000027",0.284,2732,1
"E01019161","E07000027",0.167,9035,3
"E01019162","E07000027",0.036,29608,10
"E01019163","E07000027",0.026,31547,10
"E01019164","E07000027",0.418,259,1
"E01019165","E07000027",0.254,3830,2
"E01019166","E07000027",0.196,6878,3
"E01019167","E07000027",0.091,17788,6
"E01019168","E07000027",0.083,19091,6
"E01019169","E07000027",0.049,26424,9
"E01019170","E07000027",0.075,20389,7
"E01019171","E07000027",0.143,11127,4
"E01019172","E07000027",0.207,6241,2
"E01019173","E07000027",0.175,8405,3
"E01019174","E07000027",0.263,3489,2
"E01019175","E07000027",0.189,7371,3
"E01019176","E07000027",0.027,31370,10
"E01019177","E07000027",0.219,5587,2
"E01019178","E07000027",0.056,24735,8
"E01019179","E07000027",0.044,27672,9
"E01019180","E07000027",0.068,21950,7
"E01019182","E07000027",0.101,16151,5
"E01019184","E07000027",0.145,10962,4
"E01019185","E07000027",0.049,26441,9
"E01019186","E07000027",0.093,17461,6
"E01019187","E07000027",0.137,11769,4
"E01033160","E07000027",0.235,4740,2
"E01021237","E07000066",0.017,32484,10
"E01021238","E07000066",0.017,32445,10
"E01021239","E07000066",0.016,32527,10
"E01021240","E07000066",0.045,27483,9
"E01021241","E07000066",0.143,11206,4
"E01021242","E07000066",0.031,30655,10
"E01021243","E07000066",0.036,29536,9
"E01021244","E07000066",0.03,30900,10
"E01021245","E07000066",0.18,8003,3
"E01021246","E07000066",0.031,30535,10
"E01021247","E07000066",0.043,27843,9
"E01021248","E07000066",0.036,29493,9
"E01021249","E07000066",0.017,32437,10
"E01021250","E07000066",0.036,29578,10
"E01021251","E07000066",0.028,31200,10
"E01021252","E07000066",0.028,31139,10
"E01021253","E07000066",0.018,32406,10
"E01021254","E07000066",0.037,29439,9
"E01021255","E07000066",0.041,28307,9
"E01021256","E07000066",0.018,32399,10
"E01021257","E07000066",0.05,26079,8
"E01021258","E07000066",0.123,13289,5
"E01021259","E07000066",0.057,24448,8
"E01021260","E07000066",0.224,5304,2
"E01021261","E07000066",0.074,20802,7
"E01021262","E07000066",0.139,11612,4
"E01021263","E07000066",0.087,18299,6
"E01021264","E07000066",0.065,22639,7
"E01021265","E07000066",0.157,9861,4
"E01021266","E07000066",0.164,9252,3
"E01021267","E07000066",0.173,8572,3
"E01021268","E07000066",0.241,4430,2
"E01021269","E07000066",0.156,9974,4
"E01021270","E07000066",0.252,3924,2
"E01021271","E07000066",0.315,1815,1
"E01021272","E07000066",0.149,10602,4
"E01021273","E07000066",0.219,5586,2
"E01021274","E07000066",0.145,10986,4
"E01021275","E07000066",0.085,18736,6
"E01021276","E07000066",0.167,8999,3
"E01021277","E07000066",0.132,12280,4
"E01021278","E07000066",0.21,6066,2
"E01021279","E07000066",0.217,5714,2
"E01021280","E07000066",0.031,30669,10
"E01021281","E07000066",0.049,26393,9
"E01021282","E07000066",0.048,26688,9
"E01021283","E07000066",0.184,7719,3
"E01021284","E07000066",0.037,29269,9
"E01021285","E07000066",0.055,25004,8
"E01021286","E07000066",0.22,5554,2
"E01021287","E07000066",0.134,12091,4
"E01021288","E07000066",0.256,3745,2
"E01021289","E07000066",0.193,7135,3
"E01021290","E07000066",0.35,1028,1
"E01021291","E07000066",0.187,7535,3
"E01021292","E07000066",0.268,3303,2
"E01021293","E07000066",0.146,10900,4
"E01021294","E07000066",0.083,18982,6
"E01021295","E07000066",0.162,9463,3
"E01021296","E07000066",0.135,12018,4
"E01021297","E07000066",0.117,14026,5
"E01021298","E07000066",0.102,16050,5
"E01021299","E07000066",0.04,28590,9
"E01021300","E07000066",0.195,6999,3
"E01021301","E07000066",0.276,2984,1
"E01021302","E07000066",0.329,1466,1
"E01021303","E07000066",0.2,6668,3
"E01021304","E07000066",0.266,3357,2
"E01021305","E07000066",0.261,3567,2
"E01021306","E07000066",0.269,3251,1
"E01021307","E07000066",0.169,8837,3
"E01021308","E07000066",0.081,19383,6
"E01021309","E07000066",0.134,12136,4
"E01021310","E07000066",0.099,16381,5
"E01021311","E07000066",0.237,4650,2
"E01021312","E07000066",0.122,13444,5
"E01021313","E07000066",0.082,19275,6
"E01021314","E07000066",0.252,3927,2
"E01021315","E07000066",0.242,4371,2
"E01021316","E07000066",0.217,5702,2
"E01021317","E07000066",0.259,3656,2
"E01021318","E07000066",0.193,7109,3
